class,alternative_term,comment,definition,editor_note,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_related_synonym,hasSynonym,in_subset,label,superclasses
ENVO_01000273,,"https://en.wikipedia.org/wiki/ The terminology of ""mudstone"" is not to be confused with the Dunham classification scheme for limestones. In Dunham's classification, a mudstone is any limestone containing less than ten percent carbonate grains. Note, a siliciclastic mudstone does not deal with carbonate grains. Friedman, Sanders, and Kopaska-Merkel (1992) suggest the use of ""lime mudstone"" to avoid confusion with siliciclastic rocks.",Lime mudstone is a limestone which is primarily composed of either clay-size or both silt-size and clay-size detrital (transported) carbonate grains.,,,calcilutite,,,,,lime mudstone,ENVO_00002053
ENVO_01000273,,"https://en.wikipedia.org/wiki/ The terminology of ""mudstone"" is not to be confused with the Dunham classification scheme for limestones. In Dunham's classification, a mudstone is any limestone containing less than ten percent carbonate grains. Note, a siliciclastic mudstone does not deal with carbonate grains. Friedman, Sanders, and Kopaska-Merkel (1992) suggest the use of ""lime mudstone"" to avoid confusion with siliciclastic rocks.",Lime mudstone is a limestone which is primarily composed of either clay-size or both silt-size and clay-size detrital (transported) carbonate grains.,,,cementstone,,,,,lime mudstone,ENVO_00002053
ENVO_00002055,,,A sedimentary rock composed mainly of sand-size mineral or rock grains.,,,,,,,,sandstone,ENVO_01000271
ENVO_00002056,,,"A fine-grained sedimentary rock whose original constituents were clays or muds. It is characterized by thin laminae breaking with an irregular curving fracture, often splintery and usually parallel to the often-indistinguishable bedding plane.",,,,,,,,shale,ENVO_01000271
ENVO_01000269,,,"A sedimentary rock which is composed mainly of silt. This rock has a grainsize in the silt range, finer than sandstone and coarser than claystones.",,,,,,,,siltstone,ENVO_01000271
ENVO_01000270,,,A clastic sedimentary rock which is composed primarily of clay sized particles.,,,,,,,,claystone,ENVO_01000271
ENVO_01000272,,"There is debate on the usage of mudstone and mudrock, and some ambiguity is to be expected. https://en.wikipedia.org/wiki/ The terminology of ""mudstone"" is not to be confused with the Dunham classification scheme for limestones. In Dunham's classification, a mudstone is any limestone containing less than ten percent carbonate grains. Note, a siliciclastic mudstone does not deal with carbonate grains. Friedman, Sanders, and Kopaska-Merkel (1992) suggest the use of ""lime mudstone"" to avoid confusion with siliciclastic rocks.",A mudstone is a clastic sedimentary rock which contains a mixture of at least one third of silt- and one third of clay-sized particles.,,,,,,,,mudstone,ENVO_01000271
ENVO_2000008,,It is considered the lowest rank of coal due to its relatively low heat content. It has a carbon content around 60–70 percent.,"A soft, brown, combustible, sedimentary rock formed from naturally compressed peat.",,,brown coal,,,,,lignite,ENVO_02000091
ENVO_2000009,,,,,,,,,,,sub-bitumous coal,ENVO_02000091
ENVO_2000010,,,a relatively soft coal containing a tarlike substance called bitumen or asphalt. It is of higher quality than lignite coal but of poorer quality than anthracite. It is an organic sedimentary rock formed by diagenetic and sub metamorphic compression of peat bog material.,,,black coal,,,,,bitumous coal,ENVO_02000091
ENVO_2000011,,,"A hard, compact variety of coal that has a submetallic luster. It has the highest carbon content, the fewest impurities, and the highest energy density of all types of coal and is the highest ranking of coal.",,,hard coal,,,,,anthracite,ENVO_02000091
ENVO_2000044,,,Coal heated in the absence of air.,,,,,,,,coke,ENVO_02000091
ENVO_01000416,,"Regulations do not exist for this size class of ambient air pollution particles, which are far smaller than the regulated PM10 and PM2.5 particle classes and are believed to have several more aggressive health implications than those classes of larger particulates.",A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of  100 nanometers or less.,,,,,,,,ultrafine respirable suspended particulate matter,ENVO_01000415
ENVO_01000483,,Most flat glass is soda-lime glass produced by the float glass process. It is more water soluble than container glass.,"Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.",,,plate glass,,,,,flat glass,ENVO_01000482
ENVO_01000483,,Most flat glass is soda-lime glass produced by the float glass process. It is more water soluble than container glass.,"Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.",,,sheet glass,,,,,flat glass,ENVO_01000482
ENVO_01000484,,Container glass is less water soluble than flat glass.,"Container glass is a soda-lime glass which is composed of approximately 74% silicon dioxide (silica), 13% sodium oxide, 10.5% calcium oxide, 1.3% aluminium oxide, 0.3% potassium oxide, 0.2% sulphur trioxide, 0.2% magnesium oxide,  0.04% iron III oxide, and 0.01%  titanum dioxide.",,,,,,,,container glass,ENVO_01000482
ENVO_00002115,,,Organically enriched sediment which has increased levels of petroleum.,,,,,,,,petroleum enriched sediment,ENVO_00002202
ENVO_00002180,,,Organically enriched sediment which has increased levels of naphthalene.,,,,,,,,naphthalene enriched sediment,ENVO_00002202
ENVO_00002182,,,Organically enriched sediment which has increased levels of nitrobenzene.,,,,,,,,nitrobenzene enriched sediment,ENVO_00002202
ENVO_00002201,,,Organically enriched sediment which has increased levels of cis-dichloroethane.,,,,,,,,cis-dichloroethane contaminated sediment,ENVO_00002202
ENVO_00002155,,,,,,,,,,,high-level radioactive sediment,ENVO_00002154
ENVO_01000829,,"""Near equal"" is meant to reflect that there will be fluctuations around the equilibrium point.",Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature.,,,water-vapour-saturated air,,wet air,,,water vapour saturated air,ENVO_01000828
ENVO_02000116,,,,,,,,,,,aluminum welding fume,ENVO_02000113
ENVO_00002149,,This definition refers to water that is actually in a sea or ocean. This water may have a wide range of salinity levels.,Water which has physicochemical properties that have been determined by the processes occuring in a sea or ocean.,"When we have more classes representing the various processes which make seawater seawater, we can further axiomatise this class.",,ocean water,,,,,sea water,ENVO_00002010
ENVO_00002149,,This definition refers to water that is actually in a sea or ocean. This water may have a wide range of salinity levels.,Water which has physicochemical properties that have been determined by the processes occuring in a sea or ocean.,"When we have more classes representing the various processes which make seawater seawater, we can further axiomatise this class.",,seawater,,,,,sea water,ENVO_00002010
ENVO_00002019,,,Water which has a higher salinity than fresh water but a lower salinity than marine water.,,,,,,,envoPolar,brackish water,ENVO_00002010
ENVO_00002012,,"The average salinity of sea water is assumed to be around 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water.","Water which contains a highly increased concentration of dissolved salts, surpassing the average salinity of seawater.","We make no commitment to a particular threshold; this should be described on the data/information layer according to the norms of a discipline, accepted standard, or similar reference.",,,,,,envoPolar,hypersaline water,ENVO_00002010
ENVO_01001037,,"The United States Geological Survey classifies slightly saline water as having around 1,000 to 3,000 ppm (0.1–0.3%) of dissolved salts.","Water which contains a slightly increased concentration of dissolved salts, relative to their concentration in freshwater.",,,slightly salty water,,,,,slightly saline water,ENVO_00002010
ENVO_01001038,,"The United States Geological Survey classifies moderately saline water as having around 3,000 to 10,000 ppm (0.3–1%) of dissolved salts.","Water which contains a moderately increased concentration of dissolved salts, relative to their concentration in freshwater.",,,moderately salty water,,,,,moderately saline water,ENVO_00002010
ENVO_01001039,,"The United States Geological Survey classifies highly saline water as having around 10,000 to 35,000 ppm (1–3.5%) of dissolved salts.","Water which contains a highly increased concentration of dissolved salts, relative to their concentration in freshwater.",,,highly salty water,,,,,highly saline water,ENVO_00002010
ENVO_01001257,,,Saline water which is derived from sea water and used during the cultivation of crustaceans.,,,,,,,,saline shrimp pond water,"ENVO_01000813, ENVO_00002010"
ENVO_00002158,,,,,,,,,,,ditch water,"ENVO_01000813, ENVO_00002011"
ENVO_00002228,,,,,,,,,,,pond water,"ENVO_01000813, ENVO_00002011"
ENVO_00003064,,,Drinking water is water which may be consumed by humans with no adverse effects on their health.,,,potable water,,,,,drinking water,ENVO_00002011
ENVO_00003096,,,,,,,,,,,tap water,ENVO_00002011
ENVO_01000600,,,Rainwater is liquid water which has precipitated in the form of droplets through the condensation of atmospheric water vapour.,,,,,,,,rainwater,ENVO_00002011
ENVO_03600081,,,Fresh water which is harvested from cloud.,,,,,,,,cloud water,ENVO_00002011
ENVO_00002142,,,,,,,,,,,borax leachate,ENVO_00002141
ENVO_01000134,,,High temperature water ejected from hydrothermal vents and laden with dissolved metals and minerals as a result of percolation through crustal rocks.,,,,,,,,hydrothermal fluid,ENVO_00002141
ENVO_01001018,,The thresholds of eutrophy are fluid and often locally defined.,Water which has a very high concentration of nutrients.,,,,,,,,hypereutrophic water,ENVO_00002224
ENVO_01001004,,"The definition of aquifer is quite permissive, referencing any water bearing rock or unconsolidated material.","Underground water which is located in pore spaces found in rock or unconsolidated deposits such as soil, clay, or gravel.",,,ground water,,,,,groundwater,ENVO_00005792
ENVO_01000599,,,,,,,,,,,river water,ENVO_03605006
ENVO_01001268,,"""Stormwater can soak into the soil (infiltrate), be held on the surface and evaporate, or runoff and end up in nearby streams, rivers, or other water bodies (surface water).""",Stormwater which accumulates in an urban ecosystem.,,,urban storm water,,,,,urban stormwater,ENVO_01001267
ENVO_01001270,,"""Stormwater can soak into the soil (infiltrate), be held on the surface and evaporate, or runoff and end up in nearby streams, rivers, or other water bodies (surface water).""",Stormwater which accumulates in a rural ecosystem.,,,rural storm water,,,,,rural stormwater,ENVO_01001267
ENVO_01001190,,,"Sea ice which has a brown colouration, either due to 1) the presence of pigments which are or were contained in the members of ecological assemblages, such as algal communities, living or trapped within the ice or 2) due to the presence of trapped sediments.",,,brownish colored sea ice,,,,,brown sea ice,ENVO_00002200
