	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
ENVO_01001523	['Small, needle-like (spicules), plate-like, or discoid crystals derived from nearly pure fresh water, suspended in a water body.']	['frazil crystals', 'needle ice']	['Typically 3 to 4 millimeters in diameter. These may form in both marine water and fresh water. They represent the first stages of sea ice growth; they merge under calm conditions to form thin sheets of ice on the surface (frazil ice), and consist of nearly pure fresh water. In fresh water, they form in supercooled water that is too turbulent to permit coagulation into sheet ice.  This is most common in swiftly flowing streams. They may accumulate as anchor ice on submerged objects obstructing the water flow.']	['frazil']	['Needs to have axioms added pertaining to the semantics of colloids and suspensions once they have been resolved see: https://github.com/pato-ontology/pato/issues/91#issuecomment-290711238\n\nCurrently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.']			
ENVO_03000046	['New ice which is composed frazil which has congealed into a thin sheet.']		['Typically 3 to 4 millimeters in diameter. These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.']	['frazil ice']	['Needs to have axioms added pertaining to the semantics of colloids and suspensions once they have been resolved see: https://github.com/pato-ontology/pato/issues/91#issuecomment-290711238\n\nCurrently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.']			
ENVO_03000075	['New ice, which is spongy, lumpy and opaque, and forms from water which freezes in an agitated water body.']		['These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.']	['shuga']				
ENVO_03000005	['Glacial ice which contains material liberated during a glacial erosion process.']			['erosionally enriched glacial ice']				
ENVO_00002054	['Limestone which is soft, white, and porous.']			['chalk']				
ENVO_00003982	['Limestone which is deposited from the water of mineral springs or streams saturated with calcium carbonate.']			['travertine']				
ENVO_01000273	['Lime mudstone is a limestone which is primarily composed of either clay-size or both silt-size and clay-size detrital (transported) carbonate grains.']	['calcilutite', 'cementstone']	"['https://en.wikipedia.org/wiki/ The terminology of ""mudstone"" is not to be confused with the Dunham classification scheme for limestones. In Dunham\'s classification, a mudstone is any limestone containing less than ten percent carbonate grains. Note, a siliciclastic mudstone does not deal with carbonate grains. Friedman, Sanders, and Kopaska-Merkel (1992) suggest the use of ""lime mudstone"" to avoid confusion with siliciclastic rocks.']"	['lime mudstone']				
ENVO_00002055	['A sedimentary rock composed mainly of sand-size mineral or rock grains.']			['sandstone']				
ENVO_00002056	['A fine-grained sedimentary rock whose original constituents were clays or muds. It is characterized by thin laminae breaking with an irregular curving fracture, often splintery and usually parallel to the often-indistinguishable bedding plane.']			['shale']				
ENVO_01000269	['A sedimentary rock which is composed mainly of silt. This rock has a grainsize in the silt range, finer than sandstone and coarser than claystones.']			['siltstone']				
ENVO_01000270	['A clastic sedimentary rock which is composed primarily of clay sized particles.']			['claystone']				
ENVO_01000272	['A mudstone is a clastic sedimentary rock which contains a mixture of at least one third of silt- and one third of clay-sized particles.']		"['There is debate on the usage of mudstone and mudrock, and some ambiguity is to be expected. https://en.wikipedia.org/wiki/ The terminology of ""mudstone"" is not to be confused with the Dunham classification scheme for limestones. In Dunham\'s classification, a mudstone is any limestone containing less than ten percent carbonate grains. Note, a siliciclastic mudstone does not deal with carbonate grains. Friedman, Sanders, and Kopaska-Merkel (1992) suggest the use of ""lime mudstone"" to avoid confusion with siliciclastic rocks.']"	['mudstone']				
ENVO_2000008	['A soft, brown, combustible, sedimentary rock formed from naturally compressed peat.']	['brown coal']	['It is considered the lowest rank of coal due to its relatively low heat content. It has a carbon content around 60–70 percent.']	['lignite']				
ENVO_2000010	['a relatively soft coal containing a tarlike substance called bitumen or asphalt. It is of higher quality than lignite coal but of poorer quality than anthracite. It is an organic sedimentary rock formed by diagenetic and sub metamorphic compression of peat bog material.']	['black coal']		['bitumous coal']				
ENVO_2000011	['A hard, compact variety of coal that has a submetallic luster. It has the highest carbon content, the fewest impurities, and the highest energy density of all types of coal and is the highest ranking of coal.']	['hard coal']		['anthracite']				
ENVO_2000044	['Coal heated in the absence of air.']			['coke']				
ENVO_01000416	['A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of  100 nanometers or less.']		['Regulations do not exist for this size class of ambient air pollution particles, which are far smaller than the regulated PM10 and PM2.5 particle classes and are believed to have several more aggressive health implications than those classes of larger particulates.']	['ultrafine respirable suspended particulate matter']				
ENVO_01000483	['Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.']	['plate glass', 'sheet glass']	['Most flat glass is soda-lime glass produced by the float glass process. It is more water soluble than container glass.']	['flat glass']				
ENVO_01000484	['Container glass is a soda-lime glass which is composed of approximately 74% silicon dioxide (silica), 13% sodium oxide, 10.5% calcium oxide, 1.3% aluminium oxide, 0.3% potassium oxide, 0.2% sulphur trioxide, 0.2% magnesium oxide,  0.04% iron III oxide, and 0.01%  titanum dioxide.']		['Container glass is less water soluble than flat glass.']	['container glass']				
ENVO_00002115	['Organically enriched sediment which has increased levels of petroleum.']			['petroleum enriched sediment']				
ENVO_00002180	['Organically enriched sediment which has increased levels of naphthalene.']			['naphthalene enriched sediment']				
ENVO_00002182	['Organically enriched sediment which has increased levels of nitrobenzene.']			['nitrobenzene enriched sediment']				
ENVO_00002201	['Organically enriched sediment which has increased levels of cis-dichloroethane.']			['cis-dichloroethane contaminated sediment']				
ENVO_01000829	['Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature.']	['water-vapour-saturated air']	"['""Near equal"" is meant to reflect that there will be fluctuations around the equilibrium point.']"	['water vapour saturated air']				['wet air']
ENVO_00002149	['Water which has physicochemical properties that have been determined by the processes occuring in a sea or ocean.']	['ocean water', 'seawater']	['This definition refers to water that is actually in a sea or ocean. This water may have a wide range of salinity levels.']	['sea water']	['When we have more classes representing the various processes which make seawater seawater, we can further axiomatise this class.']			
